id,name,set
3176,Guerrilla Tactics,AL
3046,Gustha's Scepter,AL
3144,Hail Storm,AL
3232,Heart of Yavimaya,AL
3047,Helm of Obedience,AL
3195,Inheritance,AL
3078,Insidious Bookworms,AL
3196,Ivory Gargoyle,AL
3197,Juniper Order Advocate,AL
3145,Kaysa,AL
3079,Keeper of Tresserhorn,AL
3199,Kjeldoran Escort,AL
3200,Kjeldoran Home Guard,AL
3233,Kjeldoran Outpost,AL
3202,Kjeldoran Pride,AL
3080,Krovikan Horror,AL
3081,Krovikan Plague,AL
3234,Lake of the Dead,AL
3111,Lat-Nam's Legacy,AL
3112,Library of Lat-Nam,AL
3083,Lim-Dûl's High Guard,AL
3222,Lim-Dûl's Paladin,AL
3223,Lim-Dûl's Vault,AL
3048,Lodestone Bauble,AL
3224,Lord of Tresserhorn,AL
3204,Martyrdom,AL
3225,Misfortune,AL
3049,Mishra's Groundbreaker,AL
3084,Misinformation,AL
3050,Mystic Compass,AL
3226,Nature's Blessing,AL
3146,Nature's Chosen,AL
3147,Nature's Wrath,AL
3206,Noble Steeds,AL
3177,Omen of Fire,AL
3086,Phantasmal Fiend,AL
3113,Phantasmal Sphere,AL
3227,Phelddagrif,AL
3088,Phyrexian Boon,AL
3051,Phyrexian Devourer,AL
3052,Phyrexian Portal,AL
3054,Phyrexian War Beast,AL
3178,Pillage,AL
3179,Primitive Justice,AL
3180,Pyrokinesis,AL
3208,Reinforcements,AL
3210,Reprisal,AL
3089,Ritual of the Machine,AL
3181,Rogue Skycaptain,AL
3211,Royal Decree,AL
3213,Royal Herbalist,AL
3055,Scarab of the Unseen,AL
3214,Scars of the Veteran,AL
3235,School of the Unseen,AL
3215,Seasoned Tactician,AL
3236,Sheltered Valley,AL
3056,Shield Sphere,AL
3057,Sol Grail,AL
3091,Soldevi Adnate,AL
3058,Soldevi Digger,AL
3237,Soldevi Excavations,AL
3115,Soldevi Heretic,AL
3117,Soldevi Sage,AL
3060,Soldevi Sentry,AL
3062,Soldevi Steam Beast,AL
3182,Soldier of Fortune,AL
3118,Spiny Starfish,AL
3148,Splintering Wind,AL
3093,Stench of Decay,AL
3063,Storm Cauldron,AL
3120,Storm Crow,AL
3121,Storm Elemental,AL
3184,Storm Shaman,AL
3094,Stromgald Spy,AL
3122,Suffocation,AL
3228,Surge of Strength,AL
3216,Sustaining Spirit,AL
3096,Swamp Mosquito,AL
3217,Sworn Defender,AL
3150,Taste of Paradise,AL
3238,Thawing Glaciers,AL
3123,Thought Lash,AL
3124,Tidal Control,AL
3151,Tornado,AL
3153,Undergrowth,AL
3218,Unlikely Alliance,AL
3064,Urza's Engine,AL
3186,Varchild's Crusader,AL
3187,Varchild's War-Riders,AL
3189,Veteran's Voice,AL
3126,Viscerid Armor,AL
3127,Viscerid Drone,AL
3229,Wandering Mage,AL
3155,Whip Vine,AL
3065,Whirling Catapult,AL
3220,Wild Aesthir,AL
3230,Winter's Night,AL
3157,Yavimaya Ancients,AL
3158,Yavimaya Ants,AL
426896,Ahn-Crop Champion,AKH
426819,Ahn-Crop Crasher,AKH
426742,Ancient Crab,AKH
426703,Angel of Sanctions,AKH
426743,Angler Drake,AKH
426704,Anointed Procession,AKH
426705,Anointer Priest,AKH
426706,Approach of the Second Sun,AKH
426780,Archfiend of Ifnir,AKH
426744,As Foretold,AKH
426745,Aven Initiate,AKH
426707,Aven Mindcensor,AKH
426897,Aven Wind Guide,AKH
426781,Baleful Ammit,AKH
426820,Battlefield Scavenger,AKH
426858,Benefaction of Rhonas,AKH
426708,Binding Mummy,AKH
426859,Bitterblade Warrior,AKH
426821,Blazing Volley,AKH
426782,Blighted Bat,AKH
426822,Bloodlust Inciter,AKH
426823,Bloodrage Brawler,AKH
426783,Bone Picker,AKH
426784,Bontu the Glorified,AKH
426927,Bontu's Monument,AKH
426898,Bounty of the Luxa,AKH
426824,Brute Strength,AKH
426825,By Force,AKH
426746,Cancel,AKH
426941,Canyon Slough,AKH
426785,Cartouche of Ambition,AKH
426747,Cartouche of Knowledge,AKH
426709,Cartouche of Solidarity,AKH
426860,Cartouche of Strength,AKH
426826,Cartouche of Zeal,AKH
426942,Cascading Cataracts,AKH
426710,Cast Out,AKH
426748,Censor,AKH
426861,Champion of Rhonas,AKH
426862,Channeler Initiate,AKH
429672,Cinder Barrens,AKH
426863,Colossapede,AKH
426827,Combat Celebrant,AKH
426913,Commit // Memory,AKH
429663,Companion of the Trials,AKH
426749,Compelling Argument,AKH
426923,Failure // Comply,AKH
426711,Compulsory Rest,AKH
426828,Consuming Fervor,AKH
426943,Cradle of the Accursed,AKH
426864,Crocodile of the Crossing,AKH
426786,Cruel Reality,AKH
426750,Cryptic Serpent,AKH
426751,Curator of Mysteries,AKH
426787,Cursed Minotaur,AKH
426925,Cut // Ribbons,AKH
426912,Dusk // Dawn,AKH
426899,Decimator Beetle,AKH
426752,Decision Paralysis,AKH
426829,Deem Worthy,AKH
426865,Defiant Greatmaw,AKH
426830,Desert Cerodon,AKH
429668,Desiccated Naga,AKH
426919,Destined // Lead,AKH
426712,Devoted Crop-Mate,AKH
426788,Dispossess,AKH
426866,Dissenter's Deliverance,AKH
426713,Djeru's Resolve,AKH
426789,Doomed Dissenter,AKH
426753,Drake Haven,AKH
426790,Dread Wanderer,AKH
426791,Dune Beetle,AKH
426926,Heaven // Earth,AKH
426928,Edifice of Authority,AKH
426831,Electrify,AKH
426929,Embalmer's Tools,AKH
426832,Emberhorn Minotaur,AKH
426900,Enigma Drake,AKH
426754,Essence Scatter,AKH
426944,Evolving Wilds,AKH
426867,Exemplar of Strength,AKH
426792,Faith of the Devoted,AKH
426714,Fan Bearer,AKH
426916,Mouth // Feed,AKH
426793,Festering Mummy,AKH
426945,Fetid Pools,AKH
426922,Prepare // Fight,AKH
426794,Final Reward,AKH
426917,Start // Finish,AKH
426833,Flameblade Adept,AKH
426834,Fling,AKH
426755,Floodwaters,AKH
426969,Forest,AKH
426715,Forsake the Worldly,AKH
429673,Forsaken Sanctuary,AKH
429671,Foul Orchard,AKH
426756,Galestrike,AKH
426930,Gate to the Afterlife,AKH
426868,Giant Spider,AKH
426716,Gideon of the Trials,AKH
429662,"Gideon, Martial Paragon",AKH
426717,Gideon's Intervention,AKH
429664,Gideon's Resolve,AKH
426869,Gift of Paradise,AKH
426835,Glorious End,AKH
426718,Glory-Bound Initiate,AKH
426836,Glorybringer,AKH
426757,Glyph Keeper,AKH
429665,Graceful Cat,AKH
426946,Grasping Dunes,AKH
426795,Gravedigger,AKH
426870,Greater Sandwurm,AKH
426796,Grim Strider,AKH
426719,Gust Walker,AKH
426901,"Hapatra, Vizier of Poisons",AKH
426871,Hapatra's Mark,AKH
426837,Harsh Mentor,AKH
426872,Harvest Season,AKH
426873,Haze of Pollen,AKH
426838,Hazoret the Fervent,AKH
426839,Hazoret's Favor,AKH
426931,Hazoret's Monument,AKH
426840,Heart-Piercer Manticore,AKH
426758,Hekma Sentinels,AKH
426759,Hieroglyphic Illumination,AKH
429674,Highland Lake,AKH
426932,Honed Khopesh,AKH
426902,Honored Crop-Captain,AKH
426874,Honored Hydra,AKH
426875,Hooded Brawler,AKH
426797,Horror of the Broken Lands,AKH
426841,Hyena Pack,AKH
426760,Illusory Wrappings,AKH
426720,Impeccable Timing,AKH
426721,In Oketra's Name,AKH
426876,Initiate's Companion,AKH
426915,Insult // Injury,AKH
426947,Irrigated Farmland,AKH
426960,Island,AKH
426761,Kefnet the Mindful,AKH
426933,Kefnet's Monument,AKH
426903,Khenra Charioteer,AKH
426762,Labyrinth Guardian,AKH
426798,Lay Bare the Heart,AKH
426763,Lay Claim,AKH
429667,"Liliana, Death Wielder",AKH
426799,"Liliana, Death's Majesty",AKH
429669,Liliana's Influence,AKH
426800,Liliana's Mastery,AKH
426842,Limits of Solidarity,AKH
426801,Lord of the Accursed,AKH
426934,Luxa River Shrine,AKH
426843,Magma Spray,AKH
426877,Manglehorn,AKH
426844,Manticore of the Gauntlet,AKH
429675,Meandering River,AKH
426904,Merciless Javelineer,AKH
426802,Miasmic Mummy,AKH
426722,Mighty Leap,AKH
426921,Spring // Mind,AKH
426845,Minotaur Sureshot,AKH
426966,Mountain,AKH
426764,Naga Oracle,AKH
426878,Naga Vitalist,AKH
426846,Nef-Crop Entangler,AKH
426905,"Neheb, the Worthy",AKH
426803,Nest of Scarabs,AKH
426914,Never // Return,AKH
426765,New Perspectives,AKH
426847,Nimble-Blade Khenra,AKH
426906,"Nissa, Steward of Elements",AKH
426879,Oashra Cultivator,AKH
426723,Oketra the True,AKH
426724,Oketra's Attendant,AKH
426935,Oketra's Monument,AKH
426920,Onward // Victory,AKH
426766,Open into Wonder,AKH
426936,Oracle's Vault,AKH
426880,Ornery Kudu,AKH
426804,Painful Lesson,AKH
426948,Painted Bluffs,AKH
426848,Pathmaker Initiate,AKH
426805,Pitiless Vizier,AKH
426806,Plague Belcher,AKH
426957,Plains,AKH
426881,Pouncing Cheetah,AKH
426725,Protection of the Hekma,AKH
426882,Prowling Serpopard,AKH
426767,Pull from Tomorrow,AKH
426849,Pursue Glory,AKH
426937,Pyramid of the Pantheon,AKH
426883,Quarry Hauler,AKH
426924,Rags // Riches,AKH
426918,Reduce // Rubble,AKH
426726,Regal Caracal,AKH
426727,Renewed Faith,AKH
426728,Rhet-Crop Spearmaster,AKH
426884,Rhonas the Indomitable,AKH
426938,Rhonas's Monument,AKH
426768,River Serpent,AKH
426807,Ruthless Sniper,AKH
426729,Sacred Cat,AKH
426769,Sacred Excavation,AKH
426907,"Samut, Voice of Dissent",AKH
426885,Sandwurm Convergence,AKH
426886,Scaled Behemoth,AKH
426808,Scarab Feast,AKH
426949,Scattered Groves,AKH
426770,Scribe of the Mindful,AKH
426771,Seeker of Insight,AKH
426730,Seraph of the Suns,AKH
426809,Shadow of the Grave,AKH
426908,Shadowstorm Vizier,AKH
426887,Shed Weakness,AKH
426888,Shefet Monitor,AKH
426950,Sheltered Thicket,AKH
426772,Shimmerscale Drake,AKH
426889,Sixth Sense,AKH
426773,Slither Blade,AKH
426850,Soul-Scar Mage,AKH
426810,Soulstinger,AKH
426731,Sparring Mummy,AKH
426890,Spidery Grasp,AKH
426811,Splendid Agony,AKH
426891,Stinging Shot,AKH
426812,Stir the Sands,AKH
429666,Stone Quarry,AKH
429676,Submerged Boneyard,AKH
426951,Sunscorched Desert,AKH
426813,Supernatural Stamina,AKH
426732,Supply Caravan,AKH
426963,Swamp,AKH
426851,Sweltering Suns,AKH
426892,Synchronized Strike,AKH
426733,Tah-Crop Elite,AKH
426774,Tah-Crop Skirmisher,AKH
429670,Tattered Mummy,AKH
426909,"Temmet, Vizier of Naktamun",AKH
426734,Those Who Serve,AKH
426852,Thresher Lizard,AKH
426939,Throne of the God-Pharaoh,AKH
429677,Timber Gorge,AKH
426735,Time to Reflect,AKH
426853,Tormenting Voice,AKH
429678,Tranquil Expanse,AKH
426814,Trespasser's Curse,AKH
426815,Trial of Ambition,AKH
426775,Trial of Knowledge,AKH
426736,Trial of Solidarity,AKH
426893,Trial of Strength,AKH
426854,Trial of Zeal,AKH
426737,Trueheart Duelist,AKH
426855,Trueheart Twins,AKH
426816,Unburden,AKH
426738,Unwavering Initiate,AKH
426856,Violent Impact,AKH
426739,Vizier of Deferment,AKH
426776,Vizier of Many Faces,AKH
426740,Vizier of Remedies,AKH
426894,Vizier of the Menagerie,AKH
426777,Vizier of Tumbling Sands,AKH
426817,Wander in Death,AKH
426857,Warfire Javelineer,AKH
426818,Wasteland Scorpion,AKH
426940,Watchers of the Dead,AKH
426895,Watchful Naga,AKH
426910,Wayward Servant,AKH
426911,Weaver of Currents,AKH
426778,Winds of Rebuke,AKH
426741,Winged Shepherd,AKH
429679,Woodland Stream,AKH
426779,Zenith Seeker,AKH
992,Amulet of Kroog,AQ
1064,Argivian Archaeologist,AQ
1065,Argivian Blacksmith,AQ
1050,Argothian Pixies,AQ
1051,Argothian Treefolk,AQ
993,Armageddon Clock,AQ
1057,Artifact Blast,AQ
1036,Artifact Possession,AQ
1066,Artifact Ward,AQ
994,Ashnod's Altar,AQ
995,Ashnod's Battle Gear,AQ
996,Ashnod's Transmogrant,AQ
1058,Atog,AQ
997,Battering Ram,AQ
998,Bronze Tablet,AQ
999,Candelabra of Tawnos,AQ
1067,Circle of Protection: Artifacts,AQ
1052,Citanul Druid,AQ
1000,Clay Statue,AQ
1001,Clockwork Avian,AQ
1002,Colossus of Sardia,AQ
1003,Coral Helm,AQ
1053,Crumble,AQ
1004,Cursed Rack,AQ
1068,Damping Field,AQ
1059,Detonate,AQ
1037,Drafna's Restoration,AQ
1005,Dragon Engine,AQ
1060,Dwarven Weaponsmith,AQ
1038,Energy Flux,AQ
1006,Feldon's Cane,AQ
1054,Gaea's Avenger,AQ
1039,Gate to Phyrexia,AQ
1061,Goblin Artisans,AQ
1007,Golgothian Sylex,AQ
1008,Grapeshot Catapult,AQ
1040,Haunting Wind,AQ
1041,Hurkyl's Recall,AQ
1009,Ivory Tower,AQ
1010,Jalum Tome,AQ
1069,Martyrs of Korlis,AQ
1011,Mightstone,AQ
1012,Millstone,AQ
1073,Mishra's Factory,AQ
1013,Mishra's War Machine,AQ
1075,Mishra's Workshop,AQ
1014,Obelisk of Undoing,AQ
1015,Onulet,AQ
1062,Orcish Mechanics,AQ
1016,Ornithopter,AQ
1042,Phyrexian Gremlins,AQ
1043,Power Artifact,AQ
1055,Powerleech,AQ
1044,Priest of Yawgmoth,AQ
1017,Primal Clay,AQ
1018,Rakalite,AQ
1045,Reconstruction,AQ
1070,Reverse Polarity,AQ
1019,Rocket Launcher,AQ
1046,Sage of Lat-Nam,AQ
1020,Shapeshifter,AQ
1063,Shatterstorm,AQ
1021,Staff of Zegon,AQ
1078,Strip Mine,AQ
1022,Su-Chi,AQ
1023,Tablet of Epityr,AQ
1024,Tawnos's Coffin,AQ
1025,Tawnos's Wand,AQ
1026,Tawnos's Weaponry,AQ
1027,Tetravus,AQ
1028,The Rack,AQ
1056,Titania's Song,AQ
1047,Transmute Artifact,AQ
1029,Triskelion,AQ
1030,Urza's Avenger,AQ
1031,Urza's Chalice,AQ
1082,Urza's Mine,AQ
1032,Urza's Miter,AQ
1086,Urza's Power Plant,AQ
1090,Urza's Tower,AQ
1033,Wall of Spears,AQ
1034,Weakstone,AQ
1048,Xenic Poltergeist,AQ
1049,Yawgmoth Demon,AQ
1035,Yotian Soldier,AQ
28669,Aether Mutation,AP
25856,Ana Disciple,AP
26830,Ana Sanctuary,AP
25951,Anavolver,AP
21253,Angelfire Crusader,AP
23247,Battlefield Forge,AP
28807,Bloodfire Colossus,AP
26806,Bloodfire Dwarf,AP
29303,Bloodfire Infusion,AP
28806,Bloodfire Kavu,AP
27153,Bog Gnarr,AP
27761,Brass Herald,AP
25828,Captain's Maneuver,AP
23246,Caves of Koilos,AP
25853,Ceta Disciple,AP
27173,Ceta Sanctuary,AP
25948,Cetavolver,AP
27168,Order // Chaos,AP
26791,Coalition Flag,AP
26371,Coalition Honor Guard,AP
28754,Coastal Drake,AP
19163,Consume Strength,AP
28670,Cromat,AP
26691,Night // Day,AP
26848,Dead Ringers,AP
27162,Life // Death,AP
29415,Death Grasp,AP
25833,Death Mutation,AP
25852,Dega Disciple,AP
27178,Dega Sanctuary,AP
25947,Degavolver,AP
26259,Desolation Angel,AP
29414,Desolation Giant,AP
28810,Diversionary Tactics,AP
27137,Divine Light,AP
26733,Dodecapod,AP
26734,Dragon Arch,AP
26810,Dwarven Landslide,AP
26672,Dwarven Patrol,AP
29450,Ebony Treefolk,AP
26264,Emblazoned Golem,AP
27657,Enlistment Officer,AP
26261,Evasive Action,AP
27602,False Dawn,AP
28011,Fervent Charge,AP
